X,Y,OBJECTID,GIS_ID,NAME,WEB_URL,ADDRESS,LINE,TRAININFO_URL
-77.021916677974545,38.893673008703423,1,mstn_57,Archives-Navy Mem'l,https://www.wmata.com/rider-guide/stations/archives.cfm,"701 PENNSYLVANIA AVENUE NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#F02|Archives-Navy Memorial-Penn Quarter
-77.01750749635643,38.876469648771419,2,mstn_58,Waterfront,https://www.wmata.com/rider-guide/stations/waterfront.cfm,"399 M STREET SW, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F04|Waterfront
-77.044044588792559,38.853424162226453,3,mstn_59,Ronald Reagan Washington National Airport,https://www.wmata.com/rider-guide/stations/national-airport.cfm,"2400 S. SMITH BLVD., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C10|Ronald%20Reagan%20Washington%20National%20Airport
-77.129113841285388,38.799315434155886,4,mstn_60,Van Dorn Street,https://www.wmata.com/rider-guide/stations/van-dorn-st.cfm,"5690 EISENHOWER AVENUE, ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#J02|Van%20Dorn%20Street
-77.167972508092944,38.766529646753384,5,mstn_61,Franconia-Springfield,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm,"6880 FRONTIER DRIVE, SPRINGFIELD, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#J03|Franconia-Springfield
-77.0158705045136,38.885080138818253,6,mstn_62,Federal Center SW,https://www.wmata.com/rider-guide/stations/federal-ctr-sw.cfm,"401 3RD STREET SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D04|Federal Center SW
-77.01664124510657,38.896098103530285,7,mstn_63,Judiciary Sq,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,"450 F STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B02|Judiciary Square
-77.005141704154411,38.885070284996232,8,mstn_64,Capitol South,https://www.wmata.com/rider-guide/stations/capitol-south.cfm,"355 1ST STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D05|Capitol South
-77.028080289359153,38.898322259102336,9,mstn_65,Metro Center,https://www.wmata.com/rider-guide/stations/metro-center.cfm,"607 13TH STREET NW, WASHINGTON, DC","red, blue, orange, silver","https://www.wmata.com/js/nexttrain/nexttrain.html#A01,C01|Metro Center"
-77.021917680683458,38.898324595916023,10,mstn_66,Gallery Pl-Chinatown,https://www.wmata.com/rider-guide/stations/gallery-place.cfm,"630 H STREET NW, WASHINGTON, DC","red, green, yellow","https://www.wmata.com/js/nexttrain/nexttrain.html#B01,F01|Gallery Pl-Chinatown"
-77.021916671141753,38.906444602708468,11,mstn_67,Mt Vernon Sq - 7th St Convention Center,https://www.wmata.com/rider-guide/stations/mt-vernon-sq.cfm,"700 M STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E01|Mt Vernon Sq 7th St-Convention Center
-77.027498186088025,38.917010188922774,12,mstn_68,U St/African-Amer Civil War Memorial/Cardozo,https://www.wmata.com/rider-guide/stations/u-street.cfm,"1300 U STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E03|U%20Street/African-Amer%20Civil%20War%20Memorial/Cardozo
-77.007416577910234,38.897773825784128,13,mstn_69,Union Station,https://www.wmata.com/rider-guide/stations/union-station.cfm,"701 1ST STREET NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B03|Union%20Station
-76.988514209257715,38.845665479611412,14,mstn_70,Congress Heights,https://www.wmata.com/rider-guide/stations/congress-hghts.cfm,"1290 ALABAMA AVENUE SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F07|Congress Heights
-76.956264976405279,38.851309162661359,15,mstn_71,Naylor Road,https://www.wmata.com/rider-guide/stations/naylor-rd.cfm,"3101 BRANCH AVENUE, TEMPLE HILLS, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F09|Naylor Road
-76.931872417863445,38.843972332915122,16,mstn_72,Suitland,https://www.wmata.com/rider-guide/stations/suitland.cfm,"4500 SILVER HILL ROAD, SUITLAND, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F10|Suitland
-76.911466469232295,38.826454124035919,17,mstn_73,Branch Ave,https://www.wmata.com/rider-guide/stations/branch-ave.cfm,"4704 OLD SOPER ROAD, SUITLAND, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F11|Branch Ave
-77.053669869076529,38.814151435235772,18,mstn_74,Braddock Road,https://www.wmata.com/rider-guide/stations/braddock-rd.cfm,"700 N. WEST ST., ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C12|Braddock Road
-77.060813505322997,38.806593883401895,19,mstn_75,King St - Old Town,https://www.wmata.com/rider-guide/stations/king-street.cfm,"1900 KING STREET, ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C13|King St-Old Town
-77.070876688847846,38.800433214235646,20,mstn_76,Eisenhower Ave,https://www.wmata.com/rider-guide/stations/eisenhower-ave.cfm,"2400 EISENHOWER AVENUE, ALEXANDRIA, VA",yellow,https://www.wmata.com/js/nexttrain/nexttrain.html#C14|Eisenhower Avenue
-77.075208089633975,38.793923615964381,21,mstn_77,Huntington,https://www.wmata.com/rider-guide/stations/huntington.cfm,"2701 HUNTINGTON AVENUE, ALEXANDRIA, VA",yellow,https://www.wmata.com/js/nexttrain/nexttrain.html#C15|Huntington
-76.995373018593241,38.862970896776822,22,mstn_78,Anacostia,https://www.wmata.com/rider-guide/stations/anacostia.cfm,"1101 HOWARD ROAD SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F06|Anacostia
-76.996003408070976,38.884630045165387,23,mstn_79,Eastern Market,https://www.wmata.com/rider-guide/stations/eastern-market.cfm,"701 PENNSYLVANIA AVENUE SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D06|Eastern Market
-76.98549759753331,38.88127105766926,24,mstn_80,Potomac Ave,https://www.wmata.com/rider-guide/stations/potomac-ave.cfm,"700 14TH STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D07|Potomac Ave
-76.977091177034254,38.886716875290645,25,mstn_81,Stadium Armory,https://www.wmata.com/rider-guide/stations/stadium-armory.cfm,"192 19TH STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D08|Stadium-Armory
-76.995939200222168,38.921067480859712,26,mstn_82,Rhode Island Ave,https://www.wmata.com/rider-guide/stations/rhode-island-ave.cfm,"919 RHODE ISLAND AVENUE NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B04|Rhode%20Island%20Ave-Brentwood
-76.946750000541968,38.899199012183928,27,mstn_83,Minnesota Ave,https://www.wmata.com/rider-guide/stations/minnesota-ave.cfm,"400 MINNESOTA AVENUE NE, WASHINGTON, DC",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#D09|Minnesota Ave
-77.062988486318289,38.943273081966801,28,mstn_84,Van Ness-UDC,https://www.wmata.com/rider-guide/stations/van-ness.cfm,"4200 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A06|Van%20Ness-UDC
-77.058044822872105,38.934770682922021,29,mstn_85,Cleveland Park,https://www.wmata.com/rider-guide/stations/cleveland-park.cfm,"3599 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A05|Cleveland Park
-77.032554413088235,38.927845759196835,30,mstn_86,Columbia Heights,https://www.wmata.com/rider-guide/stations/columbia-hghts.cfm,"3030 14TH STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E04|Columbia Heights
-77.24156035315211,38.928959627090741,31,mstn_93,Spring Hill,https://www.wmata.com/rider-guide/stations/spring-hill.cfm,"1576 SPRING HILL ROAD VIENNA, VA 22182",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N04|Spring%20Hill
-77.233880196655846,38.920963176241905,32,mstn_94,Greensboro,https://www.wmata.com/rider-guide/stations/greensboro.cfm,"8305 LEESBURG PIKE VIENNA, VA 22182",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N03|Greensboro
-77.221718036650131,38.920682053480945,33,mstn_95,Tysons Corner,https://www.wmata.com/rider-guide/stations/tysons-corner.cfm,"1943 CHAIN BRIDGE ROAD MCLEAN, VA 22102",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N02|Tysons%20Corner
-77.210081293200375,38.924529549980846,34,mstn_96,McLean,https://www.wmata.com/rider-guide/stations/mclean.cfm,"1824 DOLLEY MADISON BOULIVARD MCLEAN, VA 22102",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N01|McLean
-77.340062216397143,38.947740663167465,35,mstn_97,Wiehle-Reston East,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm,"1862 WIEHLE AVENUE RESTON, VA 20190",silver,https://www.wmata.com/js/nexttrain/nexttrain.html#N06|Wiehle-Reston%20East
-76.928127247817926,38.978641439767721,36,mstn_1,College Park-U of Md,https://www.wmata.com/rider-guide/stations/college-park.cfm,"4931 CALVERT ROAD, COLLEGE PARK, MD","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E09|College Park-U of MD
